DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
01200,ALABAMA                  ,CRENSHAW,"1,731","5,821","6,636","-14,989","-13,993",,,,,
01210,ALABAMA                  ,CULLMAN,"11,862","25,391","38,251","-81,696","-100,541",,,,,
01220,ALABAMA                  ,DALE,"8,124","16,617","25,635","-55,102","-69,837",,,,,
01230,ALABAMA                  ,DALLAS,"12,337","22,552","31,462","-65,439","-79,985",,,,,
01240,ALABAMA                  ,DEKALB,"8,030","19,796","30,635","-66,976","-78,395",,,,,
01250,ALABAMA                  ,ELMORE,"6,316","14,959","20,994","-52,588","-55,347",,,,,
01260,ALABAMA                  ,ESCAMBIA,"16,765","18,743","17,009","-35,613","-40,132",,,,,
01270,ALABAMA                  ,ETOWAH,"13,353","34,491","57,998","-130,439","-160,581",,,,,
01280,ALABAMA                  ,FAYETTE,"3,083","6,226","9,457","-19,125","-25,904",,,,,
01290,ALABAMA                  ,FRANKLIN,"6,577","12,865","20,929","-49,633","-55,433",,,,,
01300,ALABAMA                  ,GENEVA,"3,893","12,089","13,657","-30,748","-43,422",,,,,
01310,ALABAMA                  ,GREENE,"1,722","3,630","6,186","-14,826","-17,573",,,,,
01320,ALABAMA                  ,HALE,"2,368","6,944","12,591","-27,697","-34,436",,,,,
01330,ALABAMA                  ,HENRY,"2,519","5,675","8,321","-19,531","-19,749",,,,,
01340,ALABAMA                  ,HOUSTON,"9,317","23,954","42,094","-91,957","-118,968",,,,,
01350,ALABAMA                  ,JACKSON,"7,915","19,787","30,069","-69,368","-88,743",,,,,
01360,ALABAMA                  ,JEFFERSON,"39,629","99,660","154,038","-358,636","-426,423",,,,,
01370,ALABAMA                  ,LAMAR,"3,599","6,663","8,369","-23,546","-27,951",,,,,
01380,ALABAMA                  ,LAUDERDALE,"16,049","36,448","57,200","-127,384","-149,056",,,,,
01390,ALABAMA                  ,LAWRENCE,"3,802","10,532","15,618","-37,869","-45,935",,,,,
01400,ALABAMA                  ,LEE,"10,528","20,813","32,779","-69,090","-84,837",,,,,
01410,ALABAMA                  ,LIMESTONE,"5,337","18,153","30,070","-63,257","-73,566",,,,,
01420,ALABAMA                  ,LOWNDES,"2,005","2,489","3,960","-9,198","-10,590",,,,,
01430,ALABAMA                  ,MACON,"1,396","3,598","7,584","-17,844","-23,032",,,,,
01440,ALABAMA                  ,MADISON,"28,699","54,789","84,619","-196,297","-248,807",,,,,
01450,ALABAMA                  ,MARENGO,"3,290","7,407","12,072","-33,172","-34,324",,,,,
01460,ALABAMA                  ,MARION,"5,511","10,541","14,556","-36,657","-49,845",,,,,
01470,ALABAMA                  ,MARSHALL,"10,929","30,719","50,052","-103,555","-125,937",,,,,
01480,ALABAMA                  ,MOBILE,"23,829","72,808","114,965","-270,951","-315,701",,,,,
01490,ALABAMA                  ,MONROE,"4,627","7,229","10,294","-21,932","-28,967",,,,,
01500,ALABAMA                  ,MONTGOMERY,"20,508","39,725","56,566","-130,702","-155,960",,,,,
01510,ALABAMA                  ,MORGAN,"14,735","34,378","52,272","-122,097","-154,166",,,,,
01520,ALABAMA                  ,PERRY,"1,896","5,042","5,708","-17,585","-17,952",,,,,
01530,ALABAMA                  ,PICKENS,"5,752","8,436","12,745","-29,187","-38,977",,,,,
01540,ALABAMA                  ,PIKE,"3,380","7,916","10,447","-24,299","-31,670",,,,,
01550,ALABAMA                  ,RANDOLPH,"1,667","5,307","9,987","-21,835","-24,843",,,,,
01560,ALABAMA                  ,RUSSELL,"13,252","17,922","23,648","-39,799","-48,537",,,,,
01570,ALABAMA                  ,ST. CLAIR,"4,966","11,245","19,108","-44,848","-54,482",,,,,
01580,ALABAMA                  ,SHELBY,"7,387","20,720","26,762","-57,995","-70,159",,,,,
01590,ALABAMA                  ,SUMTER,"3,124","4,039","4,008","-17,033","-21,538",,,,,
01600,ALABAMA                  ,TALLADEGA,"11,206","27,704","43,812","-91,969","-112,204",,,,,
01610,ALABAMA                  ,TALLAPOOSA,"7,651","17,803","25,296","-53,982","-66,497",,,,,
01620,ALABAMA                  ,TUSCALOOSA,"22,560","53,272","86,559","-195,683","-249,127",,,,,
01630,ALABAMA                  ,WALKER,"16,850","38,677","54,020","-115,333","-127,074",,,,,
01640,ALABAMA                  ,WASHINGTON,"2,999","5,438","7,917","-18,443","-27,830",,,,,
01650,ALABAMA                  ,WILCOX,"2,619","5,944","7,363","-18,252","-21,699",,,,,
01660,ALABAMA                  ,WINSTON,"4,638","13,329","18,954","-44,853","-49,059",,,,,
02010,ALASKA                   ,ALEUTIANS ISLANDS,"1,576","1,266",-112,46,-96,,,,,
02020,ALASKA                   ,ANCHORAGE,"955,574","1,041,961","-39,026","-41,685","-47,731",,,,,
02040,ALASKA                   ,BARROW DIVISION,"1,008","1,723",53,-59,-91,,,,,
02050,ALASKA                   ,BETHEL,"1,663","4,439",-558,18,-211,,,,,
02060,ALASKA                   ,BRISTOL BAY,"17,008","13,559",-715,-384,-426,,,,,
02070,ALASKA                   ,DILLINGHAM,"3,480","1,949",-83,-89,-164,,,,,
02080,ALASKA                   ,CORDOVA-MC CARTHY,"2,840","2,661",-130,-70,-135,,,,,
02090,ALASKA                   ,FAIRBANKS NORTH STAR,"162,265","182,221","-4,437","-5,939","-7,098",,,,,
02100,ALASKA                   ,HAINES,"5,127","10,085",226,112,425,,,,,
02110,ALASKA                   ,JUNEAU,"110,998","107,824","-1,674","-2,876","-2,269",,,,,
02120,ALASKA                   ,KENAI-COOK INLET DIVISION,"230,042","249,562","-6,744","-7,798","-8,466",,,,,
02130,ALASKA                   ,KETCHIKAN GATEWAY,"42,006","34,639",918,357,-75,,,,,
02140,ALASKA                   ,KOBUK,888,"1,015",-102,-31,-25,,,,,
02150,ALASKA                   ,KODIAK ISLAND,"8,844","15,606",-462,-304,-363,,,,,
02160,ALASKA                   ,KUSKOKWIN DIVISION,551,22,-139,-406,-180,,,,,
02170,ALASKA                   ,MATANUSKA-SUSITNA,"351,528","428,952","-16,951","-16,379","-18,852",,,,,
02180,ALASKA                   ,NOME,"2,004","4,660",-178,-196,-87,,,,,
02190,ALASKA                   ,OUTER KETCHIKAN DIVISION,"2,035","3,361",-14,-101,271,,,,,
02200,ALASKA                   ,PRINCE OF WALES DIVISION,"2,767","2,511",99,-516,207,,,,,
02210,ALASKA                   ,SEWARD,"10,995","15,416",-295,-559,-521,,,,,
02220,ALASKA                   ,SITKA,"8,041","5,885",63,-641,"-1,020",,,,,
02230,ALASKA                   ,SKAGWAY,"5,001","5,126",95,335,-52,,,,,
02240,ALASKA                   ,SOUTHEAST FAIRBANKS,"14,621","13,196",-529,-653,-587,,,,,
02250,ALASKA                   ,UPPER YUKON DIVISION,"2,256","3,972",9,-67,-87,,,,,
02260,ALASKA                   ,VALDEZ-CHITNA-WHITIER DIVISION,"20,913","17,468",-672,-847,-847,,,,,
02270,ALASKA                   ,WADE HAMPTON,"1,313","2,469",-46,41,-79,,,,,
02280,ALASKA                   ,WRANGELL-PETERSBURG CENSUS AREA,"4,193","5,987",382,212,314,,,,,
02290,ALASKA                   ,YUKON-KOYUKUK,"3,971","8,182",-165,-204,-270,,,,,
03000,ARIZONA                  ,APACHE,"-2,546","3,414","9,609","3,851",367,,,,,
03010,ARIZONA                  ,COCHISE,"-19,841","10,133","45,541","15,770","5,729",,,,,
03020,ARIZONA                  ,COCONINO,"-12,418","6,675","28,293","10,111","2,526",,,,,
03030,ARIZONA                  ,GILA,"-15,858","9,056","31,611","14,172","4,625",,,,,
03040,ARIZONA                  ,GRAHAM,"-3,587","2,090","10,320","4,414","1,503",,,,,
03050,ARIZONA                  ,GREENLEE,"-1,025",442,"1,995",792,298,,,,,
03055,ARIZONA                  ,LA PAZ,"-2,031","3,434","8,976","3,565",675,,,,,
03060,ARIZONA                  ,MARICOPA,"-361,868","183,201","805,827","303,831","92,781",,,,,
03070,ARIZONA                  ,MOHAVE,"-39,292","32,763","106,106","50,554","17,631",,,,,
03080,ARIZONA                  ,NAVAJO,"-13,034","7,585","28,707","13,260","4,920",,,,,
03090,ARIZONA                  ,PIMA,"-100,413","52,120","216,839","81,878","26,679",,,,,
03100,ARIZONA                  ,PINAL,"-35,616","22,970","97,856","35,465","11,571",,,,,
03110,ARIZONA                  ,SANTA CRUZ,"-2,818","1,354","7,431","2,592",682,,,,,
03120,ARIZONA                  ,YAVAPAI,"-47,095","24,220","103,279","41,721","12,514",,,,,
03130,ARIZONA                  ,YUMA,"-19,126","12,876","50,336","15,302","3,925",,,,,
04000,ARKANSAS                 ,ARKANSAS,"11,510","9,197","6,948","-17,717","-22,243",,,,,
04010,ARKANSAS                 ,ASHLEY,"15,339","9,431","8,107","-27,764","-34,738",,,,,
04020,ARKANSAS                 ,BAXTER,"36,003","31,892","22,964","-50,003","-58,043",,,,,
04030,ARKANSAS                 ,BENTON,"45,531","32,635","27,060","-76,672","-95,691",,,,,
04040,ARKANSAS                 ,BOONE,"29,552","19,706","15,907","-41,574","-46,847",,,,,
04050,ARKANSAS                 ,BRADLEY,"9,180","6,003","5,966","-14,341","-18,962",,,,,
04060,ARKANSAS                 ,CALHOUN,"3,018","2,270","2,094","-4,982","-6,690",,,,,
04070,ARKANSAS                 ,CARROLL,"11,752","8,246","6,729","-18,180","-23,724",,,,,
04080,ARKANSAS                 ,CHICOT,"9,312","5,492","4,228","-12,971","-13,916",,,,,
04090,ARKANSAS                 ,CLARK,"8,947","7,693","6,736","-17,425","-21,388",,,,,
04100,ARKANSAS                 ,CLAY,"11,111","7,148","6,450","-15,809","-19,374",,,,,
04110,ARKANSAS                 ,CLEBURNE,"17,824","12,914","11,618","-30,713","-35,947",,,,,
04120,ARKANSAS                 ,CLEVELAND,"6,402","3,962","4,085","-12,086","-11,988",,,,,
04130,ARKANSAS                 ,COLUMBIA,"13,699","11,197","8,811","-27,603","-31,792",,,,,
04140,ARKANSAS                 ,CONWAY,"18,446","10,589","9,318","-28,303","-30,772",,,,,
04150,ARKANSAS                 ,CRAIGHEAD,"60,628","40,922","35,497","-99,720","-124,150",,,,,
04160,ARKANSAS                 ,CRAWFORD,"32,042","19,992","16,446","-50,527","-57,496",,,,,
04170,ARKANSAS                 ,CRITTENDEN,"15,141","10,292","8,627","-43,871","-51,686",,,,,
04180,ARKANSAS                 ,CROSS,"8,861","5,194","4,419","-15,031","-18,255",,,,,
04190,ARKANSAS                 ,DALLAS,"6,924","4,435","3,807","-10,978","-15,648",,,,,
04200,ARKANSAS                 ,DESHA,"9,071","6,010","6,059","-15,800","-15,975",,,,,
04210,ARKANSAS                 ,DREW,"13,683","8,536","7,622","-28,286","-28,068",,,,,
04220,ARKANSAS                 ,FAULKNER,"47,752","31,777","30,008","-76,824","-95,474",,,,,
04230,ARKANSAS                 ,FRANKLIN,"9,835","5,909","4,853","-12,358","-15,088",,,,,
04240,ARKANSAS                 ,FULTON,"13,404","8,921","6,796","-12,043","-15,274",,,,,
04250,ARKANSAS                 ,GARLAND,"71,680","46,436","36,023","-100,139","-130,955",,,,,
04260,ARKANSAS                 ,GRANT,"10,516","7,382","7,198","-17,733","-22,743",,,,,
04270,ARKANSAS                 ,GREENE,"27,013","19,157","16,361","-44,781","-54,326",,,,,
04280,ARKANSAS                 ,HEMPSTEAD,"8,104","7,052","3,630","-15,970","-15,722",,,,,
04290,ARKANSAS                 ,HOT SPRING,"23,284","14,236","12,275","-33,949","-44,338",,,,,
04300,ARKANSAS                 ,HOWARD,"7,915","3,963","4,403","-13,277","-13,416",,,,,
04310,ARKANSAS                 ,INDEPENDENCE,"30,041","20,955","19,508","-55,289","-65,141",,,,,
04320,ARKANSAS                 ,IZARD,"13,439","8,875","6,156","-13,712","-19,572",,,,,
04330,ARKANSAS                 ,JACKSON,"19,956","12,786","10,676","-30,744","-33,248",,,,,
04340,ARKANSAS                 ,JEFFERSON,"49,917","31,091","29,743","-88,903","-99,789",,,,,
04350,ARKANSAS                 ,JOHNSON,"11,773","8,036","6,512","-18,477","-22,093",,,,,
04360,ARKANSAS                 ,LAFAYETTE,"3,520","1,708","2,796","-7,054","-8,985",,,,,
04370,ARKANSAS                 ,LAWRENCE,"15,734","11,433","9,206","-24,398","-29,387",,,,,
04380,ARKANSAS                 ,LEE,"3,663","2,746","2,615","-8,319","-8,430",,,,,
04390,ARKANSAS                 ,LINCOLN,"7,959","3,572","3,384","-13,324","-13,248",,,,,
04400,ARKANSAS                 ,LITTLE RIVER,"4,869","3,844","2,356","-11,884","-15,204",,,,,
04410,ARKANSAS                 ,LOGAN,"13,014","8,660","7,015","-19,749","-21,024",,,,,
04420,ARKANSAS                 ,LONOKE,"37,410","26,496","23,020","-66,574","-71,205",,,,,
04430,ARKANSAS                 ,MADISON,"8,496","7,052","5,806","-19,038","-21,206",,,,,
04440,ARKANSAS                 ,MARION,"15,912","9,458","6,987","-17,368","-19,643",,,,,
04450,ARKANSAS                 ,MILLER,"10,706","10,119","6,740","-35,397","-35,339",,,,,
04460,ARKANSAS                 ,MISSISSIPPI,"28,408","18,111","18,138","-53,911","-54,876",,,,,
04470,ARKANSAS                 ,MONROE,"5,242","3,838","3,132","-7,508","-10,015",,,,,
04480,ARKANSAS                 ,MONTGOMERY,"4,975","3,292","2,592","-7,567","-8,959",,,,,
04490,ARKANSAS                 ,NEVADA,"5,938","3,537","3,201","-9,659","-11,187",,,,,
04500,ARKANSAS                 ,NEWTON,"5,893","4,102","2,488","-8,529","-8,018",,,,,
04510,ARKANSAS                 ,OUACHITA,"17,968","11,217","10,482","-29,918","-34,571",,,,,
04520,ARKANSAS                 ,PERRY,"7,961","5,245","4,818","-15,546","-15,888",,,,,
04530,ARKANSAS                 ,PHILLIPS,"11,321","8,177","6,439","-18,484","-21,125",,,,,
04540,ARKANSAS                 ,PIKE,"6,410","3,299","3,480","-8,671","-11,510",,,,,
04550,ARKANSAS                 ,POINSETT,"22,735","14,861","12,789","-38,195","-42,514",,,,,
04560,ARKANSAS                 ,POLK,"9,719","7,316","5,661","-16,738","-21,603",,,,,
04570,ARKANSAS                 ,POPE,"36,439","25,524","19,422","-54,603","-69,441",,,,,
04580,ARKANSAS                 ,PRAIRIE,"7,577","4,548","4,135","-12,025","-10,540",,,,,
04590,ARKANSAS                 ,PULASKI,"248,597","160,945","145,696","-423,275","-497,762",,,,,
04600,ARKANSAS                 ,RANDOLPH,"10,772","7,334","5,632","-16,377","-17,641",,,,,
04610,ARKANSAS                 ,ST. FRANCIS,"11,425","9,063","6,291","-23,904","-27,780",,,,,
04620,ARKANSAS                 ,SALINE,"43,304","27,107","24,751","-66,790","-68,592",,,,,
04630,ARKANSAS                 ,SCOTT,"7,008","4,051","3,898","-11,742","-11,404",,,,,
04640,ARKANSAS                 ,SEARCY,"8,861","4,640","3,253","-8,573","-9,960",,,,,
04650,ARKANSAS                 ,SEBASTIAN,"56,844","39,366","31,072","-98,308","-108,858",,,,,
04660,ARKANSAS                 ,SEVIER,"4,574","5,273","4,466","-13,841","-15,234",,,,,
04670,ARKANSAS                 ,SHARP,"20,379","12,742","11,287","-29,579","-36,202",,,,,
04680,ARKANSAS                 ,STONE,"12,674","8,977","6,769","-16,554","-19,395",,,,,
04690,ARKANSAS                 ,UNION,"32,463","21,539","21,452","-62,403","-77,436",,,,,
04700,ARKANSAS                 ,VAN BUREN,"12,058","9,375","7,130","-22,544","-20,261",,,,,
04710,ARKANSAS                 ,WASHINGTON,"73,768","49,585","41,795","-122,351","-150,192",,,,,
04720,ARKANSAS                 ,WHITE,"51,239","37,816","30,402","-87,570","-100,889",,,,,
04730,ARKANSAS                 ,WOODRUFF,"6,857","5,143","4,950","-10,882","-13,082",,,,,
04740,ARKANSAS                 ,YELL,"19,389","12,755","9,597","-25,125","-30,856",,,,,
05000,CALIFORNIA               ,ALAMEDA,"-855,720","-468,459","-113,575","-85,490","-165,968",,,,,
05010,CALIFORNIA               ,ALPINE,111,156,242,149,326,,,,,
05020,CALIFORNIA               ,AMADOR,"9,045","10,958","17,187","11,455","4,380",,,,,
05030,CALIFORNIA               ,BUTTE,"92,091","113,886","156,066","114,360","39,810",,,,,
05040,CALIFORNIA               ,CALAVERAS,"6,915","14,099","20,069","15,073","4,583",,,,,
05050,CALIFORNIA               ,COLUSA,"4,466","6,294","8,440","6,239","1,577",,,,,
05060,CALIFORNIA               ,CONTRA COSTA,"-455,623","-257,104","-56,943","-54,880","-102,113",,,,,
05070,CALIFORNIA               ,DEL NORTE,"10,661","14,344","18,746","12,025","4,224",,,,,
05080,CALIFORNIA               ,EL DORADO,"37,361","43,069","62,073","47,627","18,711",,,,,
05090,CALIFORNIA               ,FRESNO,"198,546","244,477","349,231","254,282","87,025",,,,,
05100,CALIFORNIA               ,GLENN,"8,763","9,174","14,259","9,649","3,593",,,,,
05110,CALIFORNIA               ,HUMBOLDT,"38,012","48,934","69,733","53,394","16,962",,,,,
05120,CALIFORNIA               ,IMPERIAL,"58,011","63,278","76,609","53,008","13,105",,,,,
05130,CALIFORNIA               ,INYO,"1,971","1,544","1,598","1,167",-698,,,,,
05140,CALIFORNIA               ,KERN,"239,902","239,730","274,494","221,981","9,546",,,,,
05150,CALIFORNIA               ,KINGS,"23,766","31,560","49,027","37,941","10,540",,,,,
05160,CALIFORNIA               ,LAKE,"4,213","22,606","47,369","34,259","7,943",,,,,
05170,CALIFORNIA               ,LASSEN,"7,744","9,019","14,285","10,152","4,239",,,,,
05200,CALIFORNIA               ,LOS ANGELES,"-2,251,923","-4,006,824","-6,700,032","-5,424,152","-5,275,247",,,,,
05300,CALIFORNIA               ,MADERA,"35,438","42,558","59,916","46,448","15,686",,,,,
05310,CALIFORNIA               ,MARIN,"-107,497","-46,166",-488,-95,"-19,245",,,,,
05320,CALIFORNIA               ,MARIPOSA,"4,159","5,511","9,521","6,553","2,282",,,,,
05330,CALIFORNIA               ,MENDOCINO,"12,661","23,357","44,016","30,618","6,577",,,,,
05340,CALIFORNIA               ,MERCED,"33,648","51,531","91,416","82,446","24,623",,,,,
05350,CALIFORNIA               ,MODOC,"3,686","4,189","5,072","2,641",786,,,,,
05360,CALIFORNIA               ,MONO,157,439,"1,475",-184,-66,,,,,
05370,CALIFORNIA               ,MONTEREY,"62,560","90,332","137,898","108,757","39,443",,,,,
05380,CALIFORNIA               ,NAPA,"-57,450","-20,476","13,398","9,055","-4,101",,,,,
05390,CALIFORNIA               ,NEVADA,"25,701","30,985","44,416","37,310","12,192",,,,,
05400,CALIFORNIA               ,ORANGE,"-381,327","-563,023","-827,757","-652,125","-790,097",,,,,
05410,CALIFORNIA               ,PLACER,"48,234","64,466","91,496","75,097","28,439",,,,,
05420,CALIFORNIA               ,PLUMAS,"5,377","7,356","11,120","7,166","3,728",,,,,
05430,CALIFORNIA               ,RIVERSIDE,"369,706","399,163","475,441","355,790","49,801",,,,,
05440,CALIFORNIA               ,SACRAMENTO,"249,812","315,831","435,050","353,156","127,727",,,,,
05450,CALIFORNIA               ,SAN BENITO,"-10,622",-528,"15,294","11,173","6,348",,,,,
05460,CALIFORNIA               ,SAN BERNARDINO,"271,400","269,722","330,118","254,039","-17,124",,,,,
05470,CALIFORNIA               ,SAN DIEGO,"681,757","785,114","966,530","778,942","255,152",,,,,
05480,CALIFORNIA               ,SAN FRANCISCO,"-623,962","-374,484","-168,593","-146,123","-164,591",,,,,
05490,CALIFORNIA               ,SAN JOAQUIN,"132,942","172,912","246,441","192,270","63,938",,,,,
05500,CALIFORNIA               ,SAN LUIS OBISPO,"77,545","89,610","114,929","89,715","24,106",,,,,
05510,CALIFORNIA               ,SAN MATEO,"-293,686","-173,669","-65,004","-43,482","-48,713",,,,,
05520,CALIFORNIA               ,SANTA BARBARA,"102,866","106,461","112,852","97,168","15,788",,,,,
05530,CALIFORNIA               ,SANTA CLARA,"-993,623","-383,932","212,543","213,471","148,560",,,,,
05540,CALIFORNIA               ,SANTA CRUZ,"27,445","63,875","112,972","88,200","40,908",,,,,
05550,CALIFORNIA               ,SHASTA,"122,426","145,892","194,364","142,013","46,169",,,,,
05560,CALIFORNIA               ,SIERRA,703,958,"1,564","1,051",380,,,,,
05570,CALIFORNIA               ,SISKIYOU,"18,733","22,293","28,306","17,328","6,296",,,,,
05580,CALIFORNIA               ,SOLANO,"-136,303","-64,208","15,203","14,290","-19,650",,,,,
05590,CALIFORNIA               ,SONOMA,"50,761","74,775","123,366","97,603","25,820",,,,,
05600,CALIFORNIA               ,STANISLAUS,"108,998","141,890","214,637","165,613","54,294",,,,,
05610,CALIFORNIA               ,SUTTER,"36,416","40,856","57,422","43,430","16,570",,,,,
05620,CALIFORNIA               ,TEHAMA,"26,062","30,363","42,321","29,032","10,306",,,,,
05630,CALIFORNIA               ,TRINITY,"12,143","20,348","26,940","20,342","6,933",,,,,
05640,CALIFORNIA               ,TULARE,"99,813","114,463","155,447","125,085","38,508",,,,,
05650,CALIFORNIA               ,TUOLUMNE,"9,018","17,423","32,826","25,842","7,938",,,,,
05660,CALIFORNIA               ,VENTURA,"1,060","-228,306","-560,841","-449,203","-423,078",,,,,
05670,CALIFORNIA               ,YOLO,"17,940","29,367","40,937","28,398","9,318",,,,,
05680,CALIFORNIA               ,YUBA,"32,018","35,575","47,796","33,080","12,497",,,,,
06000,COLORADO                 ,ADAMS,"-1,929","27,568","63,764","55,274","47,116",,,,,
06010,COLORADO                 ,ALAMOSA,16,"1,944","2,920","2,487","2,006",,,,,
06020,COLORADO                 ,ARAPAHOE,"-4,831","35,803","89,712","78,320","67,000",,,,,
06030,COLORADO                 ,ARCHULETA,-339,854,"1,740","1,124",860,,,,,
06040,COLORADO                 ,BACA,63,684,914,555,793,,,,,
06050,COLORADO                 ,BENT,-18,514,"1,541",962,"1,070",,,,,
06060,COLORADO                 ,BOULDER,"-4,418","21,149","51,793","41,110","36,180",,,,,
06070,COLORADO                 ,CHAFFEE,-210,"1,620","4,159","2,959","2,900",,,,,
06080,COLORADO                 ,CHEYENNE,-1,84,358,331,92,,,,,
06090,COLORADO                 ,CLEAR CREEK,-48,896,"1,284","1,020","1,084",,,,,
06100,COLORADO                 ,CONEJOS,-26,762,"1,845","1,137",974,,,,,
06110,COLORADO                 ,COSTILLA,-40,631,"1,454","1,042",804,,,,,
06120,COLORADO                 ,CROWLEY,-56,698,"1,584","1,055","1,016",,,,,
06130,COLORADO                 ,CUSTER,-20,321,771,585,-130,,,,,
06140,COLORADO                 ,DELTA,-238,"3,546","8,496","6,035","5,250",,,,,
06150,COLORADO                 ,DENVER,"-4,769","46,299","106,473","83,591","70,107",,,,,
06160,COLORADO                 ,DOLORES,-18,169,705,290,243,,,,,
06170,COLORADO                 ,DOUGLAS,261,"6,375","16,431","13,013","11,151",,,,,
06180,COLORADO                 ,EAGLE,-34,952,"2,372","1,454","1,153",,,,,
06190,COLORADO                 ,ELBERT,-89,"1,333","2,923","3,243","3,577",,,,,
06200,COLORADO                 ,EL PASO,"-8,133","52,396","133,291","99,602","83,639",,,,,
06210,COLORADO                 ,FREMONT,"-1,017","7,148","16,155","12,642","11,119",,,,,
06220,COLORADO                 ,GARFIELD,142,"2,829","7,239","5,155","4,580",,,,,
06230,COLORADO                 ,GILPIN,-56,281,"1,173",500,410,,,,,
06240,COLORADO                 ,GRAND,64,676,"2,289","1,422","1,232",,,,,
06250,COLORADO                 ,GUNNISON,-38,614,"1,910","1,562",960,,,,,
06260,COLORADO                 ,HINSDALE,-18,26,46,190,25,,,,,
06270,COLORADO                 ,HUERFANO,-92,"1,148","3,279","2,096","2,146",,,,,
06280,COLORADO                 ,JACKSON,123,357,411,357,191,,,,,
06290,COLORADO                 ,JEFFERSON,"-5,347","34,495","88,223","67,200","55,566",,,,,
06300,COLORADO                 ,KIOWA,11,246,472,335,268,,,,,
06310,COLORADO                 ,KIT CARSON,-203,744,"1,175","1,007",532,,,,,
06320,COLORADO                 ,LAKE,-80,476,"1,052",998,"1,230",,,,,
06330,COLORADO                 ,LA PLATA,-200,"4,057","9,457","5,408","5,479",,,,,
06340,COLORADO                 ,LARIMER,"-3,132","26,875","63,664","51,251","41,401",,,,,
06350,COLORADO                 ,LAS ANIMAS,-271,"2,017","3,714","3,358","2,579",,,,,
06360,COLORADO                 ,LINCOLN,11,389,"1,254","1,478",908,,,,,
06370,COLORADO                 ,LOGAN,-114,"2,374","5,577","4,435","3,815",,,,,
06380,COLORADO                 ,MESA,-678,"11,648","27,495","21,883","19,570",,,,,
06390,COLORADO                 ,MINERAL,-11,107,42,-24,-59,,,,,
06400,COLORADO                 ,MOFFAT,-47,"1,069","2,897","1,771","1,620",,,,,
06410,COLORADO                 ,MONTEZUMA,212,"2,277","5,047","4,296","3,110",,,,,
06420,COLORADO                 ,MONTROSE,-278,"4,702","10,460","7,518","6,256",,,,,
06430,COLORADO                 ,MORGAN,-20,"2,841","6,633","5,186","4,130",,,,,
06440,COLORADO                 ,OTERO,-81,"3,146","6,181","5,835","5,005",,,,,
06450,COLORADO                 ,OURAY,1,168,376,286,322,,,,,
06460,COLORADO                 ,PARK,-186,"1,323","3,398","2,361","2,437",,,,,
06470,COLORADO                 ,PHILLIPS,101,594,"1,063",944,353,,,,,
